Handle,Command,Title,Body (HTML),Tags,Type,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Vendor,Status,Image Src,Image Position
-3-drawer-file-cabinet-mobile-vertical-filing-cabinet-with-wheels-printer-stand-with-storage-for-home-office-white,MERGE," 3 Drawer File Cabinet, Mobile Vertical Filing Cabinet with Wheels, Printer Stand with Storage for Home Office, White","<p>Keep your office neat and clutter-free with this [BRAND NAME] 3-drawer office storage cabinet. It offers ample space for organizing documents and supplies, while the sleek cut-out handles ensure easy drawer access. Fitted with four smooth-rolling wheels, including two with brakes, it combines mobility with stability. Its compact design easily fits under desks or into smaller home office setups.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• 3 drawers with cut-out handles on metal sliding rails for organized storage</li><li>• Compact size to blend into limited space like under-desk</li><li>• 4 smooth wheels (2 with locking) for mobility and stability</li><li>• Made from quality MDF board for long term reliable use</li><li>• Serves as a versatile printer stand for study rooms and offices</li><li>• Assembly Required</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: White</li><li>• Material: MDF, Metal</li><li>• Product Dimension: 15.7' x 19.7' x 22.6' (40 x 50 x 57.5 cm)</li><li>• Drawer Inner Dimension: 12.2' x 14.6' x 2.8' (31 x 37 x 7.2 cm)</li><li>• Weight Capacity: 22 lbs. (10 kg) (overall)</li><li>• Item Label: 836-048WT</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x File Cabinet</li><li>• 1 x Manual</li></ul>","مكتبة ملفات متحركة, Mobile filing cabinet, ተንቀሳቃስ ፋይል ካቢኔት, حامل طابعة, Printer stand, የህትመት መቆሚያ, أثاث مكتبي أبيض, White office furniture, ጽዱ ቢሮ እቃዎች, خزانة ملفات, File cabinet, ፋይል ካቢኔት, عجلات دوارة, Wheels with brakes, ሮለት ያላቸው ጎማታት, منظم وثائق, Document organizer, ሰነድ አደራጅ",Office Products,Color,White,Size,Large,836-048WT,109.99,shopify,32,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/07/07/Afkba6197e5849fe3.jpg,1
-3-drawer-file-cabinet-mobile-vertical-filing-cabinet-with-wheels-printer-stand-with-storage-for-home-office-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/07/07/Afkba6197e5849fe3.jpg,2
-3-drawer-file-cabinet-mobile-vertical-filing-cabinet-with-wheels-printer-stand-with-storage-for-home-office-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/I7ge4619492c11b73.jpg,3
-3-drawer-file-cabinet-mobile-vertical-filing-cabinet-with-wheels-printer-stand-with-storage-for-home-office-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/U4iffc19492c11b73.jpg,4
-3-drawer-file-cabinet-mobile-vertical-filing-cabinet-with-wheels-printer-stand-with-storage-for-home-office-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/sI699b19492c11b73.jpg,5
-47-computer-desk-writing-table-workstation-with-multi-use-reversible-file-drawers-metal-frame-home-office-furniture-white,MERGE," 47"" Computer Desk Writing Table Workstation with Multi-Use Reversible File Drawers Metal Frame Home Office Furniture, White","<p>This modern home office desk with storage by [BRAND NAME] is a beautiful combination of function and style. A unique design on the market with its removable filing drawers which can be conveniently placed on the left or right, or even outside of the desk for multi-functionality. Ideal for smaller spaces. A large floating top to place your screen, computer or printer. Sleek and contemporary, this computer desk with drawers can help to improve your working performance and organization.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• The file cabinet can be assembled on the left or right side, or even outside the desk. 4 ways to install this office desk to meet your different needs</li><li>• The filing cabinet features 3 drawers, storage drawers and a file drawer to store all your office supplies and documents</li><li>• The 3 drawers come with metal rails for a smooth slide</li><li>• Large and durable computer desk with drawers, perfect for working at home or for students</li><li>• Melamine top panel to protect it from scratches</li><li>• Sleek and contemporary, this industrial style office desk goes well with any home decor</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Color: Silver frame, White board</li><li>• Material: Particle Board, Metal Frame, Metal Rails</li><li>• Overall Dimension(Cabinet inside the Desk): 47.2' L x 23.6' W x 29.9' H (120 x 60 x 76 cm)</li><li>• Overall Dimension(Cabinet outside the Desk): 56.7' L x 23.6' W x 29.9' H (144 x 60 x 76 cm)</li><li>• Tabletop Dimension: 47.2' L x 23.6' W x 29.9' H (120 x 60 x 76 cm)</li><li>• Small Drawer Inner Size: 12.2' L x 12.6' W x 2.6' H (31 x 32 x 6.5 cm)</li><li>• Large Drawer Inner Size: 12.2' L x 12.6' W x 6.1' H (31 x 32 x 15.5 cm)</li><li>• Weight Capacity: 88 lbs (40 kg)</li><li>• Item Label: 836-128WT</li></ul>","مكتب حاسوب,Computer desk,ጠረጴዛ ኮምፒውተር,مكتب تخزين,Storage desk,ጠረጴዛ መደርደሪያ,أثاث مكتبي,Office furniture,ክህለት ቢሮ,مكتب منزلي,Home office desk,ጠረጴዛ ቤት,رفوف قابلة للإزالة,Removable shelves,መደርደሪያ ዝውውር",Office Products,Color,White,Size,"47.2"" x 23.6"" x 29.9""",836-128WT,169.99,shopify,100,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2026/01/20/IDy9e719bda64b16b.jpg,1
-47-computer-desk-writing-table-workstation-with-multi-use-reversible-file-drawers-metal-frame-home-office-furniture-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/01/20/IDy9e719bda64b16b.jpg,2
-47-computer-desk-writing-table-workstation-with-multi-use-reversible-file-drawers-metal-frame-home-office-furniture-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/01/20/k6X91f19bda64b168.jpg,3
-47-computer-desk-writing-table-workstation-with-multi-use-reversible-file-drawers-metal-frame-home-office-furniture-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/01/20/rL68c519bda64b15e.jpg,4
-47-computer-desk-writing-table-workstation-with-multi-use-reversible-file-drawers-metal-frame-home-office-furniture-white,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/01/20/W8887d19bda64b0de.jpg,5
-racing-gaming-chair-office-chair-computer-desk-gamer-chair-with-swivel-wheels-padded-headrest-tilt-function-grey,MERGE," Racing Gaming Chair Office Chair Computer Desk Gamer Chair with Swivel Wheels, Padded Headrest, Tilt Function, Grey","<p>Have a seat on this sleek [BRAND NAME] gaming chairs for adults and feel your productivity increase instantaneously. The racing gaming chair has the style of a sports car seat with all the needed comfort and function of a gamer computer chair. It features ergonomically-designed added head support, adjustable height, tilt mechanism and 360-degree swivel motion which will provide you with a perfect comfortable work area or gaming position. This high back office chair is a must have in your office!</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Comfortable design with soft PU leather, padded seat providing extra comfort<br/> ● Thick and non-deformable padded headrest, backrest, armrest and seat for ultimate comfort<br/> ● Premium quality PU leather upholstery, soft to the touch and easy to care for<br/> ● Sturdy 5-Star base with supportive gas cylinder, can hold up to 264lbs<br/> ● Slightly tilting back and forth for added comfort<br/> ● 5 Smooth rolling casters for ease of movement<br/> ● Easily adjust seat height and armrest for customized positioning<br/> ● Assembly is required<br/></li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black/Grey<br/> ● Material: Mesh and Faux Leather<br/> ● Net Weight: 32lbs (14.5 kg)<br/> ● Weight Capacity: 264lbs (120 kg)<br/> ● Overall Dimensions: 28' W x 24' D x 42.5' -46.5' H (71 x 61 x 108-118 cm)<br/> ● Seat Size: 20.1' W x 20.5' D x 17.9' -21.9' H (51 x 52 x 45.5-55.5 cm)<br/> ● Seat Thickness: 3.3' (8.5 cm)<br/></li></ul>","كرسي ألعاب, Gaming Chair, መንበር ልዕል-ውድድር, كرسي مكتب, Office Chair, መንበር ቤተ-ሥራ, كرسي كمبيوتر, Computer Chair, መንበር ኮምፒውተር, مقعد منجد, Padded Seat, መንበር ተጨማሪ ምቾት",Office Products,Color,Grey,Size,"28"" x 24"" x 46.5""",A2-0087,134.99,shopify,74,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/01/24/ZAIe86194971dd550.jpg,1
-racing-gaming-chair-office-chair-computer-desk-gamer-chair-with-swivel-wheels-padded-headrest-tilt-function-grey,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/ZAIe86194971dd550.jpg,2
-racing-gaming-chair-office-chair-computer-desk-gamer-chair-with-swivel-wheels-padded-headrest-tilt-function-grey,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/SZd13a194971dd550.jpg,3
-racing-gaming-chair-office-chair-computer-desk-gamer-chair-with-swivel-wheels-padded-headrest-tilt-function-grey,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/6n7a91194971dd550.jpg,4
-racing-gaming-chair-office-chair-computer-desk-gamer-chair-with-swivel-wheels-padded-headrest-tilt-function-grey,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/odwb0b194971dd550.jpg,5
-180-rotating-home-office-corner-desk-storage-shelf-cabinet-black,MERGE, 180° Rotating Home Office Corner Desk Storage Shelf Cabinet Black,"<p>If you are looking for a compact computer table with various options, this [BRAND NAME] Rotating L Shaped Desk is what you need! This corner desk for small space can be adjusted to your needs and contains plenty of storage space. The modern look adds a touch of class to your office or home and is crafted from high grade materials. Create a stylish working station, storage unit, and display case with this unique offering from [BRAND NAME].</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Space saving L-shape computer desk, ideal for office, bedroom, dorm and other small space</li><li>• Can be rotated freely in 180 degrees, multiple shape to meet different needs</li><li>• Large top surface provides ample desktop space for laptop, monitor or printer</li><li>• 2 tier shelf, 1 drawer and a cabinet provide extra room for book, files, equipment, papers etc.</li><li>• Durable particle board with melamine surface, long-lasting and easy to clean</li><li>• Assembly required</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Material: E1-Grade Particle Board</li><li>• Overall Size (L-shape): 46'L x 32.25'W x 29.25'H</li><li>• Overall Size (Straight):68'L x 15.75'W x 29.25'H</li><li>• Desk Dimensions: 46' L x 15.75' W x 29.25' H</li><li>• Cabinet Dimensions: 31.5' L x 13.75' W x 28' H</li><li>• Weight capacity (Desk): 155lbs</li><li>• Weight Capacity (Shelf): 85lbs</li><li>• Item Label: 836-073BK</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>1 x desk /shelf combo  Instruction</li></ul>","مكتب زاوية دوار, Rotating corner desk, ዝዞር ኣብ ኣዝማድ ቤት ጽሕፈት, خزانة تخزين, Storage cabinet, መደርደሪ ካቢኔ, أثاث مكتبي منزلي, Home office furniture, ናይ ገዛ ቢሮ ዕቃ, حامل شاشة كمبيوتر, Computer monitor stand, መቝረሚ ኮምፕዩተር, مكتب صغير للمساحات الضيقة, Small space desk, ንንእሽቶ ቦታ ጠረጴዛ, لوازم مكتبية منزلية, Home office accessories, ናይ ገዛ ቢሮ ዕቃታት",Office Products,Color,Black,Size,"46""x32.25""x29.25""",836-073BK,169.99,shopify,33,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/07/25/w6uc80198423742a0.jpg,1
-180-rotating-home-office-corner-desk-storage-shelf-cabinet-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/07/25/w6uc80198423742a0.jpg,2
-180-rotating-home-office-corner-desk-storage-shelf-cabinet-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/L4l68819493b012dd.jpg,3
