Handle,Command,Title,Body (HTML),Tags,Type,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Vendor,Status,Image Src,Image Position
soozier-4-x-5-7ft-volleyball-rebounder-net-with-strike-zone-baseball-lacrosse-training-net-for-pitching-and-fielding,MERGE,"Soozier 4 x 5.7ft Volleyball Rebounder Net with Strike Zone, Baseball Lacrosse Training Net for Pitching and Fielding","<p>Train efficiently with this Soozier rebound net, a portable baseball training equipment for youth players to develop skills. This is an excellent baseball pitching trainer to stimulate ground balls, line drives or pop flies. It kicks ball back at a variety of angles for throwing, pitching and fielding practice so you'll be ready for anything that flies you away, use this pitch back net to build strength, improve confidence and bring your game to the next level as a better player.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Powder coated steel frame for easy transport to practice fields</li><li>• Strike zone target ribbon enhances throwing and fielding skills</li><li>• All weather PE net withstands tough shots from various sports</li><li>• Suitable for training in multiple sports like baseball and soccer</li><li>• Quick setup with ground stakes for stability on soft surfaces</li><li>• Assembly required</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Material: Metal, PE</li><li>• Overall Dimension: 48.4' W x 68.5' H x 35.4' D (123 x 174 x 90 cm)</li><li>• Net Size: 42.5' L x 62.2' W (108 x 158 cm)</li><li>• Strike Zone Size: 19.7' L x 24.6' W (50 x 62.5 cm)</li><li>• Item Label: A60-001</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Baseball Rebounder Net</li><li>• 24 x Hooks</li><li>• 4 x J-shaped Ground Stake</li></ul>","كرة طائرة,كرة,ترباس,Volleyball,Ball,Bounce,ቮሊቦል,ኳስ,መልሶ ማገገሚያ",Sports & Recreation,Color,Black,Size,123 x 174 x 90 cm,A60-001,54.99,shopify,0,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2026/05/06/SFN3a519dfdd0dd72.jpg,1
soozier-4-x-5-7ft-volleyball-rebounder-net-with-strike-zone-baseball-lacrosse-training-net-for-pitching-and-fielding,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/05/06/SFN3a519dfdd0dd72.jpg,2
soozier-4-x-5-7ft-volleyball-rebounder-net-with-strike-zone-baseball-lacrosse-training-net-for-pitching-and-fielding,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/05/06/8umff919dfdd0dd72.jpg,3
soozier-4-x-5-7ft-volleyball-rebounder-net-with-strike-zone-baseball-lacrosse-training-net-for-pitching-and-fielding,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/05/06/ikP1bb19dfdd0dd72.jpg,4
soozier-4-x-5-7ft-volleyball-rebounder-net-with-strike-zone-baseball-lacrosse-training-net-for-pitching-and-fielding,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/05/06/uPU29619dfdd0dd72.jpg,5
soozier-freestanding-boxing-punch-bag-stand-height-adjustable-with-fillable-base-absorption-springs-suction-cups,MERGE,"Soozier Freestanding Boxing Punch Bag Stand, Height Adjustable, with Fillable Base, Absorption Springs, Suction Cups","<p>Strike lucky with this freestanding punching bag from Soozier. It is fitted with powerful shock absorption springs, which allows the punching bag to spring back into place, everytime - giving you an effective and full work out. The punch bag is firm yet won't harm you for safety. A large base keeps the balance when in use, with suction cups to keep in place on the ground. The base can also be filled with water or sand, making it heavy when full and easy to carry around when empty.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• A fun and energetic way to keep you entertained and active</li><li>• Stable HDPE base can be filled with water or sand</li><li>• Powerful shock absorption springs allow the bag to bounce back into place immediately</li><li>• With suction cups on the bottom, it can fit most of the ground</li><li>• Made of sturdy steel structure, wrapped with durable and soft PU cover, tight stitches to ensure long-term use</li><li>• Assembly required</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Materials: Steel, PU, HDPE</li><li>• Dimensions: Φ19.7' x 66.9' H (Φ50x 170 cm)</li><li>• Base Size: Φ18.9' x 11.8' H (Φ48x 30 cm)</li><li>• Punch Bag Size: Φ11' x 43.3' H (Φ28x 110 cm)</li><li>• Base maximum load: 45kg/99lbs of sand, 30kg/66lbs of water, or 40kg/88lbs of a sand and water mix</li><li>• Item Label: A91-122</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Boxing Punch Bag</li><li>• 1 x Manual</li></ul>","ملاكمة,Boxing,ቦክስ,قفازات ملاكمة,Boxing Gloves,ጓንት ቦክስ,حقيبة ملاكمة,Punching Bag,ከረጢት ምት,حامل حقيبة ملاكمة,Punching Bag Stand,መቆሚያ ከረጢት ምት,معدات رياضية,Sports Equipment,መሳርያ ስፖርት,ملحقات اللياقة البدنية,Fitness Accessories,መጠቅለያ ልምምድ",Sports & Recreation,Color,Black,Size,Small,A91-122,179.99,shopify,89,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2026/04/22/D7742419db3953a31.jpg,1
soozier-freestanding-boxing-punch-bag-stand-height-adjustable-with-fillable-base-absorption-springs-suction-cups,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/04/22/D7742419db3953a31.jpg,2
soozier-freestanding-boxing-punch-bag-stand-height-adjustable-with-fillable-base-absorption-springs-suction-cups,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/VmQee3194968b9ac8.jpg,3
soozier-freestanding-boxing-punch-bag-stand-height-adjustable-with-fillable-base-absorption-springs-suction-cups,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/WAW337194968b9ac8.jpg,4
soozier-freestanding-boxing-punch-bag-stand-height-adjustable-with-fillable-base-absorption-springs-suction-cups,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/24/sl509a194968b9ac8.jpg,5
aosom-kids-kick-scooter-for-5-year-old-kids-ride-on-toy-w-16-inflatable-wheel-dual-brakes-black,MERGE,"Aosom Kids Kick Scooter for 5+ Year Old, Kids Ride on Toy w/ 16'' Inflatable Wheel Dual Brakes, Black","<p>Riding a scooter makes it better to spend more time outside and exercise and to master steering and riding and staying balanced. The scooter will be the perfect gifts for your child. Constructed with steel frame, the scooter can support 100kg/220lbs. max weight. The height can be easily adjusted to fit various height need. Features front and rear wheel dual braking system, slip-resistant tire, big wheels and low deck, your kids will enjoy a smooth and fun ride experience.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Help your sweetie improve their sense of balance and build up strength</li><li>• No pedals, no gears, no brakes, kids walk along at their own speed</li><li>• Wide textured foot deck anti-slip and help to maintain balance</li><li>• Soft wrapped handlebar makes grip more comfortable</li><li>• Adjustable handlebar makes it usable for kids of many ages</li><li>• Lightweight yet solid frame allows for easy transport when not in use</li><li>• Robust inflatable rubber wheels in a soccer ball design, can be used both indoor and outdoor</li><li>• Steel frame with rust-resistant powder coating for long-term use</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Material: Steel, Aluminum Alloy, Rubber</li><li>• Overall Dimensions: 54.75'L x 22.75'W x 35.5'-37.75'H</li><li>• Tire Diameter: Φ16'</li><li>• Suitable Age: 5+</li><li>• Weight Capacity: 220 lbs.</li><li>• Item Label: 371-021BK</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Kids Scooter</li><li>• 1 x Manual</li></ul>","دراجة أطفال, Kids scooter, ህጻናት ስኩተር, لعبة خارجية, Outdoor toy, ውጫዊ መጫወቻ, معدات رياضية, Sports equipment, ስፖርታዊ መሳሪያ, إكسسوار أطفال, Kids accessory, መለዋወጫ ህጻናት, هدية عيد ميلاد, Birthday gift, የልደት ስጦታ",Sports & Recreation,Color,Black,Size,"54.75""L x 22.75""W x 35.5""-37.75""H",371-021BK,124.99,shopify,7,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/01/23/v2n8c3194958be958.jpg,1
aosom-kids-kick-scooter-for-5-year-old-kids-ride-on-toy-w-16-inflatable-wheel-dual-brakes-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/v2n8c3194958be958.jpg,2
aosom-kids-kick-scooter-for-5-year-old-kids-ride-on-toy-w-16-inflatable-wheel-dual-brakes-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/WVt0ea194958be958.jpg,3
aosom-kids-kick-scooter-for-5-year-old-kids-ride-on-toy-w-16-inflatable-wheel-dual-brakes-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/QOz2e5194958be958.jpg,4
aosom-kids-kick-scooter-for-5-year-old-kids-ride-on-toy-w-16-inflatable-wheel-dual-brakes-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/ZIXc15194958be958.jpg,5
soozier-39-mini-exercise-trampoline-w-adjustable-t-bar-indoor-fitness-rebounder-black,MERGE,"Soozier 39"" Mini Exercise Trampoline w/ Adjustable T-Bar Indoor Fitness Rebounder Black","<p>If you want a low-impact way to boost your cardio, the Soozier Mini Rebounder Trampoline with an adjustable T-handlebar is a great choice. It supports a full range of exercises to improve bone and muscle strength while aiding weight loss. Built with a strong steel frame and wide jumping surface, it ensures stability and safety. Enjoy a full-body toning and cardio workout right at home!</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• 6 Steel leg base with anti-slip rubber caps for great stability while in use</li><li>• Great for adult use, a great addition to your home gym</li><li>• Elastic bands instead of springs with exterior cover prevent accidental pinching and injuries</li><li>• 3 Level adjustable T handlebar provides added safety while bouncing in your workout</li><li>• Low</li><li>•impact cardio exercises on mini-trampoline proven to boost cardiovascular health</li><li>• To build muscle mass and strengthen the shoulder, hip, and leg muscles</li><li>• To increase bone density, detoxify the lymphatic system and increase balance and coordination</li><li>• Quick and easy assembly is required, no additional tools required</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Black</li><li>• Material: Steel, PE, Oxford</li><li>• Net Weight: 18 lbs (8 kg)</li><li>• Overall Dimension: Ф39.25' x 45.5' -52' H (Ф101 x 116-132 cm)</li><li>• Platform from Floor: 11.6' (32 cm)</li><li>• PE Cover Width: 6.7' (17 cm)</li><li>• Weight Capacity: 220 lbs (100 kg)</li><li>• Item Label: A00-012BK</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>•1 x Trampoline</li><li>•1 x Manual</li></ul>","ترامبولين, Trampoline, ትራምፖሊን, تمرين منزلي, Home gym, የቤት ስፖርት, لياقة قلبية, Cardio fitness, የልብ አካል ስልጠና, معدات رياضية, Exercise equipment, የስፖርት መሳሪያ, أداة توازن, Balance tool, ሚዛን መሳሪያ",Sports & Recreation,Color,Black,Size,"39.25""x39.25""x45.5""-52""H",A00-012BK,78.99,shopify,31,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2026/06/17/lEU6b819ed72ed3d7.jpg,1
soozier-39-mini-exercise-trampoline-w-adjustable-t-bar-indoor-fitness-rebounder-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/06/17/lEU6b819ed72ed3d7.jpg,2
soozier-39-mini-exercise-trampoline-w-adjustable-t-bar-indoor-fitness-rebounder-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/06/17/zVLbe019ed72ed3d7.jpg,3
soozier-39-mini-exercise-trampoline-w-adjustable-t-bar-indoor-fitness-rebounder-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/06/17/P4R3f819ed72ed3d7.jpg,4
soozier-39-mini-exercise-trampoline-w-adjustable-t-bar-indoor-fitness-rebounder-black,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2026/06/17/9CN8e019ed72ed3d7.jpg,5
soozier-43-adjustable-aerobic-platform-stepper-3-level-with-risers-4-6-8-cardio-fitness-trainer-workout-step-home-gym-exercise-black-green,MERGE,"Soozier 43"" Adjustable Aerobic Platform Stepper 3 Level with Risers 4” 6” 8” Cardio Fitness Trainer Workout Step Home Gym Exercise, Black Green","<p>Soozier 43' Adjustable stepper with Risers is the ultimate fitness tool for getting into shape the professional way. Adjustable to 4, 6, or 8 inches in height and shock absorbing with a non-stick, non-slip surface the stepper exercise provides excellent traction on any floor. This exercise step will enhance your workout by building strength and endurance taking your cardiovascular fitness to the next level and beyond.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Excellent cardio workout platform for toning, weight losing and body strengthening</li><li>• 3 level Adjustable to 4”, 6”, 8” in height controlled by risers for varied workout intensity</li><li>• High stability and safe grip with shock absorbing, non-stick, non-slip surface</li><li>• Convenient transport and storage with its lightweight</li><li>• Durable and recyclable PP material ensures years of use</li><li>• Platform without risers – weight capacity: 330lbs. 550lbs capacity when platform is stacked on risers</li><li>• Two pairs of risers included</li><li>• Assembly is required</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Color: Black, Green</li><li>• Material: PP</li><li>• Platform Size: 43'L x 16'W</li><li>• Net Weight: 16.5lbs</li><li>• Weight Capacity: 550lbs</li><li>• Adjustable Height: 4', 6', 8'</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Aerobic Platform Stepper;</li></ul>","أجهزة تمارين اللياقة البدنية, فوائد تمارين القلب, رفع الأثقال في المنزل, معدات تمارين الساقين, أجهزة تمارين حرق الدهون,Fitness exercise equipment, cardiovascular training benefits, home weight lifting, leg exercise equipment, fat burning exercise machines,መሳርሕቲ መጥቀሚ ኣካላት ስፖርት፡ ልምምድ ልቢ፡ ኣብ ገዛ ምትኻር ክብደት፡ መሳርሒ ልምምድ እግሪ፡ መሳርሒ ምፍራስ ስብሒ ኣካላት",Sports & Recreation,Color,Black,Size,"43.3"" x 16.1"" x 8.3""",A90-014,89.99,shopify,83,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/07/24/oYyc4b1983e7866a7.jpg,1
soozier-43-adjustable-aerobic-platform-stepper-3-level-with-risers-4-6-8-cardio-fitness-trainer-workout-step-home-gym-exercise-black-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/07/24/oYyc4b1983e7866a7.jpg,2
soozier-43-adjustable-aerobic-platform-stepper-3-level-with-risers-4-6-8-cardio-fitness-trainer-workout-step-home-gym-exercise-black-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/PnOdd319494af2276.jpg,3
soozier-43-adjustable-aerobic-platform-stepper-3-level-with-risers-4-6-8-cardio-fitness-trainer-workout-step-home-gym-exercise-black-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/Q4657019494af2276.jpg,4
soozier-43-adjustable-aerobic-platform-stepper-3-level-with-risers-4-6-8-cardio-fitness-trainer-workout-step-home-gym-exercise-black-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/01/23/mLQ8a519494af2276.jpg,5
soozier-folding-poker-table-47-octagon-blackjack-poker-game-table-for-8-players-with-cup-holders-green,MERGE,"Soozier Folding Poker Table, 47"" Octagon Blackjack Poker Game Table for 8 Players with Cup Holders, Green","<p>Challenge your friends to your very own exciting poker tournaments with this card table from Soozier. A look and feel that showcases quality and style, you'll love playing with your friends long into the night. A design which allows up to eight players comfortably, it features eight cup holders for storing drinks and built-in poker chip trays for privacy when playing. It compactly folds in half for easy storage, with steel legs for a solid and balanced structure.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• 47.2'(120 cm) extra-large 8-player octagonal poker table</li><li>• 8 built-in poker chip trays and drink holders</li><li>• Professional Blackjack poker layout and rules on the tabletop</li><li>• Constructed with an MDF top and powder-coated steel legs</li><li>• Easy foldable design for compact storage and travel</li><li>• Assembly required</li></ul><h3> Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Colour: Green, Black</li><li>• Materials: MDF, Felt, ABS, Steel</li><li>• Overall Dimension: 47.2' L x 47.2' W x 28.1' H (120 x 120 x 71.5 cm)</li><li>• Cup Holder Diameter: 3.1' (8 cm)</li><li>• Weight Capacity: 44 lbs. (20 kg)</li><li>• Item Label: A70-037</li></ul><h3>Package Includes:</h3><ul style='list-style:none;margin-left:15px;'><li>• 1 x Poker Table;</li></ul>","طاولة بوكر, طاولة بوكر, طاولة لعبة, لعبة ورق, لعبة بوكر, Poker table, Poker table, Game table, Card game, Poker game, ጠረጴዛ ፖከር, ጠረጴዛ ፖከር, ጠረጴዛ ጸወታ, ጸወታ ካርዲ, ጸወታ ፖከር",Sports & Recreation,Color,Green,Size,"47.2"" L x 47.2"" W x 28.1"" H",A70-037,169.99,shopify,18,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/06/06/sD19de19745045baf.jpg,1
soozier-folding-poker-table-47-octagon-blackjack-poker-game-table-for-8-players-with-cup-holders-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/06/06/sD19de19745045baf.jpg,2
soozier-folding-poker-table-47-octagon-blackjack-poker-game-table-for-8-players-with-cup-holders-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/06/06/SCm40719745045baf.jpg,3
soozier-folding-poker-table-47-octagon-blackjack-poker-game-table-for-8-players-with-cup-holders-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/06/06/AI514619745045baf.jpg,4
soozier-folding-poker-table-47-octagon-blackjack-poker-game-table-for-8-players-with-cup-holders-green,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/06/06/kHe5fe19745045baf.jpg,5
soozier-high-quality-11-5-gram-poker-chips-set-with-silver-aluminum-case-500-striped-dice-2-decks-of-cards,MERGE,"Soozier High Quality 11.5 gram Poker Chips Set with Silver Aluminum Case, 500 Striped Dice 2 Decks of Cards","<p>This complete poker chips has everything you need to host a game of poker: 500 11.5 gram striped poker chips of a wide range of colors(black, red, blue, green and white), 5 poker dices, 1 dealer button and 2 decks of cards. Great for Texas hold'em, blackjack, roulette, etc. Comes with an included aluminum carry case to keep all your poker chips neatly organized during heated game moments. Sturdy key lock on the outside of the case for more security. The set makes a handy accessory wherever you're hosting a game.</p><h3>Features:</h3><ul style='list-style:none;margin-left:15px;'><li>• Complete poker chips set, ideal for Texas hold'em, blackjack, roulette, etc.</li><li>• Comes with a well-made aluminum case in silver, sturdy key lock on the outside for security(equipped with 2 locks and 2 keys)</li><li>• This poker chips set including black, red, blue, green and white total 500 chips, 5 poker dices, 1 dealer button and 2 decks of cards</li><li>• High quality 500 11.5 gram striped poker chips and other poker accessories ensure a long-term use</li></ul><h3>Specification:</h3><ul style='list-style:none;margin-left:15px;'><li>• Material : Aluminum, PS</li><li>• Color : Silver case, multicolor poker chips (Black/ white/ Red/ Blue/Green)</li><li>• Case dimension : 21.75' W x 8.75' D x 2.5' H</li><li>• Chip dimension: Φ1.5' x 0.25'T</li><li>• Poker dice dimension : 0.75' x 0.75' x 0.75'</li><li>• Dealer Button dimension : Φ2' x 0.25'</li><li>• Net weight: 14.3lbs</li></ul>","بوكر, Poker, ቦከር, رقاقات بوكر, Poker Chips, ካርታታት ቦከር, لعبة ورق, Playing Cards, ዋራ ካርታታት, مجموعة لعبة, Game Set, ስብስብ ጸወታ, نرد, Dice, ዳይስ, علبة ألمنيوم, Aluminum Case, ኣልሚንዮም ካዝና",Sports & Recreation,Color,Red,Size,"21.75"" x 8.75"" x 2.5""",A70-014,74.99,shopify,0,deny,Aosom,active,https://img-us.aosomcdn.com/100/product/2025/11/11/VwV34119a717f43b1.jpg,1
soozier-high-quality-11-5-gram-poker-chips-set-with-silver-aluminum-case-500-striped-dice-2-decks-of-cards,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/11/11/VwV34119a717f43b1.jpg,2
soozier-high-quality-11-5-gram-poker-chips-set-with-silver-aluminum-case-500-striped-dice-2-decks-of-cards,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/11/11/rSv37a19a717f43b1.jpg,3
soozier-high-quality-11-5-gram-poker-chips-set-with-silver-aluminum-case-500-striped-dice-2-decks-of-cards,MERGE,,,,,,,,,,,,,,Aosom,,https://img-us.aosomcdn.com/100/product/2025/11/11/9i729419a717f43b1.jpg,4
